filepath,label
TACO_crops/Paper/crop_336_1105.jpg,Paper
TACO_crops/Plastic/crop_813_2547.jpg,Plastic
TACO_crops/Plastic/crop_375_1319.jpg,Plastic
TACO_crops/Cardboard/crop_560_1790.jpg,Cardboard
TACO_crops/Paper/crop_815_2553.jpg,Paper
TACO_crops/Metal/crop_1323_4179.jpg,Metal
TACO_crops/Plastic/crop_523_1735.jpg,Plastic
TACO_crops/Plastic/crop_504_1704.jpg,Plastic
TACO_crops/Metal/crop_455_1605.jpg,Metal
TACO_crops/Plastic/crop_1046_3111.jpg,Plastic
TACO_crops/Plastic/crop_1113_3404.jpg,Plastic
TACO_crops/Trash/crop_98_260.jpg,Trash
TACO_crops/Paper/crop_874_2725.jpg,Paper
TACO_crops/Plastic/crop_1144_3507.jpg,Plastic
TACO_crops/Trash/crop_1017_3028.jpg,Trash
TACO_crops/Glass/crop_598_1871.jpg,Glass
TACO_crops/Plastic/crop_1097_3276.jpg,Plastic
TACO_crops/Trash/crop_415_1469.jpg,Trash
TACO_crops/Cardboard/crop_89_231.jpg,Cardboard
TACO_crops/Paper/crop_460_1633.jpg,Paper
TACO_crops/Paper/crop_730_2300.jpg,Paper
TACO_crops/Plastic/crop_840_2609.jpg,Plastic
TACO_crops/Plastic/crop_393_1405.jpg,Plastic
TACO_crops/Plastic/crop_1373_4416.jpg,Plastic
TACO_crops/Plastic/crop_1307_4056.jpg,Plastic
TACO_crops/Trash/crop_841_2610.jpg,Trash
TACO_crops/Plastic/crop_1479_4693.jpg,Plastic
TACO_crops/Plastic/crop_1021_3036.jpg,Plastic
TACO_crops/Metal/crop_45_118.jpg,Metal
TACO_crops/Plastic/crop_1434_4568.jpg,Plastic
TACO_crops/Plastic/crop_363_1274.jpg,Plastic
TACO_crops/Glass/crop_1365_4377.jpg,Glass
TACO_crops/Metal/crop_1374_4424.jpg,Metal
TACO_crops/Trash/crop_1319_4114.jpg,Trash
TACO_crops/Plastic/crop_308_935.jpg,Plastic
TACO_crops/Plastic/crop_566_1797.jpg,Plastic
TACO_crops/Plastic/crop_502_1701.jpg,Plastic
TACO_crops/Trash/crop_1484_4720.jpg,Trash
TACO_crops/Plastic/crop_676_2172.jpg,Plastic
TACO_crops/Plastic/crop_362_1242.jpg,Plastic
TACO_crops/Glass/crop_687_2201.jpg,Glass
TACO_crops/Trash/crop_64_298.jpg,Trash
TACO_crops/Plastic/crop_1069_3171.jpg,Plastic
TACO_crops/Plastic/crop_620_1958.jpg,Plastic
TACO_crops/Plastic/crop_629_2006.jpg,Plastic
TACO_crops/Plastic/crop_514_1719.jpg,Plastic
TACO_crops/Plastic/crop_194_653.jpg,Plastic
TACO_crops/Trash/crop_97_250.jpg,Trash
TACO_crops/Glass/crop_1044_3105.jpg,Glass
TACO_crops/Plastic/crop_768_2380.jpg,Plastic
TACO_crops/Metal/crop_1123_3435.jpg,Metal
TACO_crops/Cardboard/crop_207_703.jpg,Cardboard
TACO_crops/Metal/crop_34_91.jpg,Metal
TACO_crops/Trash/crop_1132_3612.jpg,Trash
TACO_crops/Paper/crop_1208_3724.jpg,Paper
TACO_crops/Trash/crop_1354_4339.jpg,Trash
TACO_crops/Trash/crop_547_1772.jpg,Trash
TACO_crops/Plastic/crop_764_2373.jpg,Plastic
TACO_crops/Plastic/crop_386_1347.jpg,Plastic
TACO_crops/Plastic/crop_274_840.jpg,Plastic
TACO_crops/Plastic/crop_380_1331.jpg,Plastic
TACO_crops/Plastic/crop_1414_4517.jpg,Plastic
TACO_crops/Plastic/crop_1246_3877.jpg,Plastic
TACO_crops/Trash/crop_614_1929.jpg,Trash
TACO_crops/Metal/crop_784_2498.jpg,Metal
TACO_crops/Trash/crop_1146_3518.jpg,Trash
TACO_crops/Plastic/crop_531_1748.jpg,Plastic
TACO_crops/Trash/crop_349_1158.jpg,Trash
TACO_crops/Trash/crop_151_546.jpg,Trash
TACO_crops/Plastic/crop_198_680.jpg,Plastic
TACO_crops/Paper/crop_84_215.jpg,Paper
TACO_crops/Plastic/crop_1493_4761.jpg,Plastic
TACO_crops/Trash/crop_963_2897.jpg,Trash
TACO_crops/Plastic/crop_316_952.jpg,Plastic
TACO_crops/Plastic/crop_1042_3101.jpg,Plastic
TACO_crops/Trash/crop_256_805.jpg,Trash
TACO_crops/Plastic/crop_659_2127.jpg,Plastic
TACO_crops/Paper/crop_1213_3767.jpg,Paper
TACO_crops/Plastic/crop_900_2803.jpg,Plastic
TACO_crops/Paper/crop_881_2779.jpg,Paper
TACO_crops/Metal/crop_1082_3249.jpg,Metal
TACO_crops/Plastic/crop_418_1482.jpg,Plastic
TACO_crops/Plastic/crop_390_1386.jpg,Plastic
TACO_crops/Plastic/crop_348_1154.jpg,Plastic
TACO_crops/Trash/crop_1314_4099.jpg,Trash
TACO_crops/Plastic/crop_1441_4582.jpg,Plastic
TACO_crops/Plastic/crop_1218_3785.jpg,Plastic
TACO_crops/Plastic/crop_12_32.jpg,Plastic
TACO_crops/Trash/crop_275_845.jpg,Trash
TACO_crops/Paper/crop_1415_4521.jpg,Paper
TACO_crops/Trash/crop_916_2827.jpg,Trash
TACO_crops/Plastic/crop_391_1389.jpg,Plastic
TACO_crops/Trash/crop_1228_3815.jpg,Trash
TACO_crops/Paper/crop_1488_4742.jpg,Paper
TACO_crops/Trash/crop_1047_3201.jpg,Trash
TACO_crops/Trash/crop_81_205.jpg,Trash
TACO_crops/Glass/crop_1236_3830.jpg,Glass
TACO_crops/Plastic/crop_523_1736.jpg,Plastic
TACO_crops/Plastic/crop_360_1221.jpg,Plastic
TACO_crops/Cardboard/crop_81_201.jpg,Cardboard
TACO_crops/Paper/crop_1381_4439.jpg,Paper
TACO_crops/Plastic/crop_1078_3232.jpg,Plastic
TACO_crops/Plastic/crop_975_2944.jpg,Plastic
TACO_crops/Trash/crop_1189_3663.jpg,Trash
TACO_crops/Plastic/crop_508_1711.jpg,Plastic
TACO_crops/Trash/crop_136_482.jpg,Trash
TACO_crops/Trash/crop_1465_4653.jpg,Trash
TACO_crops/Plastic/crop_905_2812.jpg,Plastic
TACO_crops/Plastic/crop_526_1743.jpg,Plastic
TACO_crops/Plastic/crop_272_838.jpg,Plastic
TACO_crops/Plastic/crop_481_1659.jpg,Plastic
TACO_crops/Metal/crop_460_1634.jpg,Metal
TACO_crops/Trash/crop_846_2621.jpg,Trash
TACO_crops/Trash/crop_868_2706.jpg,Trash
TACO_crops/Plastic/crop_1230_3819.jpg,Plastic
TACO_crops/Trash/crop_1208_4012.jpg,Trash
TACO_crops/Glass/crop_598_1862.jpg,Glass
TACO_crops/Metal/crop_1083_3251.jpg,Metal
TACO_crops/Plastic/crop_1314_4087.jpg,Plastic
TACO_crops/Paper/crop_295_892.jpg,Paper
TACO_crops/Trash/crop_1107_3307.jpg,Trash
TACO_crops/Trash/crop_756_2465.jpg,Trash
TACO_crops/Cardboard/crop_1473_4677.jpg,Cardboard
TACO_crops/Trash/crop_1224_3802.jpg,Trash
TACO_crops/Metal/crop_491_1685.jpg,Metal
TACO_crops/Cardboard/crop_137_487.jpg,Cardboard
TACO_crops/Plastic/crop_1358_4351.jpg,Plastic
TACO_crops/Metal/crop_752_2341.jpg,Metal
TACO_crops/Plastic/crop_362_1235.jpg,Plastic
TACO_crops/Plastic/crop_283_874.jpg,Plastic
TACO_crops/Metal/crop_485_1670.jpg,Metal
TACO_crops/Trash/crop_401_1426.jpg,Trash
TACO_crops/Metal/crop_1028_3054.jpg,Metal
TACO_crops/Trash/crop_105_346.jpg,Trash
TACO_crops/Plastic/crop_507_1708.jpg,Plastic
TACO_crops/Plastic/crop_87_226.jpg,Plastic
TACO_crops/Trash/crop_1206_3719.jpg,Trash
TACO_crops/Plastic/crop_1340_4275.jpg,Plastic
TACO_crops/Metal/crop_1022_3043.jpg,Metal
TACO_crops/Trash/crop_1316_4108.jpg,Trash
TACO_crops/Trash/crop_646_2091.jpg,Trash
TACO_crops/Plastic/crop_1422_4530.jpg,Plastic
TACO_crops/Metal/crop_1148_3526.jpg,Metal
TACO_crops/Plastic/crop_389_1374.jpg,Plastic
TACO_crops/Trash/crop_882_2917.jpg,Trash
TACO_crops/Plastic/crop_437_1563.jpg,Plastic
TACO_crops/Paper/crop_523_1734.jpg,Paper
TACO_crops/Plastic/crop_859_2664.jpg,Plastic
TACO_crops/Plastic/crop_1210_3736.jpg,Plastic
TACO_crops/Plastic/crop_910_2818.jpg,Plastic
TACO_crops/Metal/crop_595_1847.jpg,Metal
TACO_crops/Trash/crop_450_1587.jpg,Trash
TACO_crops/Trash/crop_338_1111.jpg,Trash
TACO_crops/Trash/crop_1428_4554.jpg,Trash
TACO_crops/Metal/crop_731_2303.jpg,Metal
TACO_crops/Plastic/crop_630_2027.jpg,Plastic
TACO_crops/Paper/crop_330_1070.jpg,Paper
TACO_crops/Trash/crop_103_327.jpg,Trash
TACO_crops/Metal/crop_5_12.jpg,Metal
TACO_crops/Plastic/crop_1289_3981.jpg,Plastic
TACO_crops/Plastic/crop_963_2896.jpg,Plastic
TACO_crops/Plastic/crop_301_923.jpg,Plastic
TACO_crops/Plastic/crop_77_195.jpg,Plastic
TACO_crops/Plastic/crop_529_1746.jpg,Plastic
TACO_crops/Trash/crop_714_2403.jpg,Trash
TACO_crops/Glass/crop_667_2154.jpg,Glass
TACO_crops/Plastic/crop_679_2182.jpg,Plastic
TACO_crops/Trash/crop_844_2618.jpg,Trash
TACO_crops/Plastic/crop_247_792.jpg,Plastic
TACO_crops/Trash/crop_296_897.jpg,Trash
TACO_crops/Plastic/crop_516_1722.jpg,Plastic
TACO_crops/Plastic/crop_1471_4673.jpg,Plastic
TACO_crops/Trash/crop_351_1164.jpg,Trash
TACO_crops/Trash/crop_210_710.jpg,Trash
TACO_crops/Plastic/crop_1307_4054.jpg,Plastic
TACO_crops/Metal/crop_1141_3494.jpg,Metal
TACO_crops/Plastic/crop_671_2159.jpg,Plastic
TACO_crops/Trash/crop_396_1417.jpg,Trash
TACO_crops/Trash/crop_1308_4064.jpg,Trash
TACO_crops/Trash/crop_834_2590.jpg,Trash
TACO_crops/Trash/crop_218_733.jpg,Trash
TACO_crops/Trash/crop_756_2350.jpg,Trash
TACO_crops/Plastic/crop_1444_4585.jpg,Plastic
TACO_crops/Plastic/crop_155_557.jpg,Plastic
TACO_crops/Trash/crop_24_68.jpg,Trash
TACO_crops/Trash/crop_470_1647.jpg,Trash
TACO_crops/Paper/crop_708_2250.jpg,Paper
TACO_crops/Plastic/crop_496_1694.jpg,Plastic
TACO_crops/Paper/crop_1488_4747.jpg,Paper
TACO_crops/Plastic/crop_331_1077.jpg,Plastic
TACO_crops/Trash/crop_121_415.jpg,Trash
TACO_crops/Metal/crop_88_229.jpg,Metal
TACO_crops/Cardboard/crop_563_1794.jpg,Cardboard
TACO_crops/Glass/crop_40_102.jpg,Glass
TACO_crops/Cardboard/crop_759_2359.jpg,Cardboard
TACO_crops/Metal/crop_1159_3554.jpg,Metal
TACO_crops/Plastic/crop_657_2119.jpg,Plastic
TACO_crops/Cardboard/crop_1064_3159.jpg,Cardboard
TACO_crops/Plastic/crop_873_2718.jpg,Plastic
TACO_crops/Cardboard/crop_348_1147.jpg,Cardboard
TACO_crops/Plastic/crop_771_2383.jpg,Plastic
TACO_crops/Plastic/crop_743_2326.jpg,Plastic
TACO_crops/Cardboard/crop_388_1365.jpg,Cardboard
TACO_crops/Plastic/crop_493_1688.jpg,Plastic
TACO_crops/Paper/crop_1461_4644.jpg,Paper
TACO_crops/Plastic/crop_1240_3856.jpg,Plastic
TACO_crops/Metal/crop_485_1671.jpg,Metal
TACO_crops/Trash/crop_777_2480.jpg,Trash
TACO_crops/Trash/crop_1460_4639.jpg,Trash
TACO_crops/Cardboard/crop_214_723.jpg,Cardboard
TACO_crops/Plastic/crop_967_2934.jpg,Plastic
TACO_crops/Trash/crop_1283_3968.jpg,Trash
TACO_crops/Trash/crop_866_2699.jpg,Trash
TACO_crops/Plastic/crop_1264_3928.jpg,Plastic
TACO_crops/Cardboard/crop_1065_3164.jpg,Cardboard
TACO_crops/Plastic/crop_406_1436.jpg,Plastic
TACO_crops/Trash/crop_1347_4297.jpg,Trash
TACO_crops/Metal/crop_130_441.jpg,Metal
TACO_crops/Plastic/crop_423_1496.jpg,Plastic
TACO_crops/Plastic/crop_804_2533.jpg,Plastic
TACO_crops/Metal/crop_75_179.jpg,Metal
TACO_crops/Plastic/crop_662_2130.jpg,Plastic
TACO_crops/Plastic/crop_405_1435.jpg,Plastic
TACO_crops/Plastic/crop_102_317.jpg,Plastic
TACO_crops/Plastic/crop_618_1948.jpg,Plastic
TACO_crops/Trash/crop_351_1166.jpg,Trash
TACO_crops/Trash/crop_608_1904.jpg,Trash
TACO_crops/Metal/crop_842_2612.jpg,Metal
TACO_crops/Plastic/crop_1323_4174.jpg,Plastic
TACO_crops/Trash/crop_1371_4404.jpg,Trash
TACO_crops/Plastic/crop_806_2540.jpg,Plastic
TACO_crops/Paper/crop_136_479.jpg,Paper
TACO_crops/Cardboard/crop_416_1478.jpg,Cardboard
TACO_crops/Paper/crop_84_214.jpg,Paper
TACO_crops/Metal/crop_28_81.jpg,Metal
TACO_crops/Plastic/crop_1084_3255.jpg,Plastic
TACO_crops/Plastic/crop_798_2522.jpg,Plastic
TACO_crops/Plastic/crop_260_811.jpg,Plastic
TACO_crops/Trash/crop_194_655.jpg,Trash
TACO_crops/Metal/crop_51_134.jpg,Metal
TACO_crops/Metal/crop_614_1925.jpg,Metal
TACO_crops/Plastic/crop_578_1814.jpg,Plastic
TACO_crops/Paper/crop_611_1917.jpg,Paper
TACO_crops/Plastic/crop_1408_4498.jpg,Plastic
TACO_crops/Plastic/crop_543_1765.jpg,Plastic
TACO_crops/Plastic/crop_569_1802.jpg,Plastic
TACO_crops/Cardboard/crop_1003_2991.jpg,Cardboard
TACO_crops/Metal/crop_1136_3474.jpg,Metal
TACO_crops/Trash/crop_268_825.jpg,Trash
TACO_crops/Trash/crop_191_643.jpg,Trash
TACO_crops/Trash/crop_260_810.jpg,Trash
TACO_crops/Paper/crop_638_2080.jpg,Paper
TACO_crops/Plastic/crop_613_1922.jpg,Plastic
TACO_crops/Plastic/crop_1460_4637.jpg,Plastic
TACO_crops/Trash/crop_629_2008.jpg,Trash
TACO_crops/Trash/crop_173_584.jpg,Trash
TACO_crops/Trash/crop_1210_3735.jpg,Trash
TACO_crops/Trash/crop_966_2933.jpg,Trash
TACO_crops/Trash/crop_1192_3673.jpg,Trash
TACO_crops/Plastic/crop_190_636.jpg,Plastic
TACO_crops/Trash/crop_1193_3681.jpg,Trash
TACO_crops/Paper/crop_1111_3395.jpg,Paper
TACO_crops/Trash/crop_240_779.jpg,Trash
TACO_crops/Paper/crop_302_927.jpg,Paper
TACO_crops/Plastic/crop_623_1972.jpg,Plastic
TACO_crops/Plastic/crop_1410_4509.jpg,Plastic
TACO_crops/Trash/crop_358_1208.jpg,Trash
TACO_crops/Plastic/crop_534_1752.jpg,Plastic
TACO_crops/Cardboard/crop_254_801.jpg,Cardboard
TACO_crops/Plastic/crop_623_1974.jpg,Plastic
TACO_crops/Paper/crop_1212_3740.jpg,Paper
TACO_crops/Plastic/crop_866_2696.jpg,Plastic
TACO_crops/Plastic/crop_477_1654.jpg,Plastic
TACO_crops/Paper/crop_62_147.jpg,Paper
TACO_crops/Cardboard/crop_207_702.jpg,Cardboard
TACO_crops/Trash/crop_1328_4213.jpg,Trash
TACO_crops/Plastic/crop_729_2297.jpg,Plastic
TACO_crops/Metal/crop_1253_3913.jpg,Metal
TACO_crops/Trash/crop_297_901.jpg,Trash
TACO_crops/Trash/crop_363_1273.jpg,Trash
TACO_crops/Paper/crop_139_508.jpg,Paper
TACO_crops/Plastic/crop_1067_3168.jpg,Plastic
TACO_crops/Plastic/crop_524_1739.jpg,Plastic
TACO_crops/Metal/crop_1028_3055.jpg,Metal
TACO_crops/Plastic/crop_660_2128.jpg,Plastic
TACO_crops/Trash/crop_775_2474.jpg,Trash
TACO_crops/Plastic/crop_1002_2990.jpg,Plastic
TACO_crops/Plastic/crop_1241_3864.jpg,Plastic
TACO_crops/Plastic/crop_1215_3774.jpg,Plastic
TACO_crops/Plastic/crop_1140_3483.jpg,Plastic
TACO_crops/Plastic/crop_604_1892.jpg,Plastic
TACO_crops/Plastic/crop_620_1961.jpg,Plastic
TACO_crops/Cardboard/crop_53_136.jpg,Cardboard
TACO_crops/Trash/crop_1208_4011.jpg,Trash
TACO_crops/Plastic/crop_702_2232.jpg,Plastic
TACO_crops/Trash/crop_1195_3690.jpg,Trash
TACO_crops/Plastic/crop_835_2594.jpg,Plastic
TACO_crops/Plastic/crop_1037_3090.jpg,Plastic
TACO_crops/Plastic/crop_979_2951.jpg,Plastic
TACO_crops/Cardboard/crop_1085_3259.jpg,Cardboard
TACO_crops/Plastic/crop_1110_3391.jpg,Plastic
TACO_crops/Trash/crop_1416_4522.jpg,Trash
TACO_crops/Glass/crop_194_657.jpg,Glass
TACO_crops/Trash/crop_352_1180.jpg,Trash
TACO_crops/Paper/crop_1057_3137.jpg,Paper
TACO_crops/Paper/crop_59_143.jpg,Paper
TACO_crops/Plastic/crop_1181_3651.jpg,Plastic
TACO_crops/Trash/crop_862_2682.jpg,Trash
TACO_crops/Trash/crop_359_1216.jpg,Trash
TACO_crops/Paper/crop_609_1905.jpg,Paper
TACO_crops/Metal/crop_797_2518.jpg,Metal
TACO_crops/Plastic/crop_1015_3026.jpg,Plastic
TACO_crops/Plastic/crop_1383_4442.jpg,Plastic
TACO_crops/Glass/crop_112_381.jpg,Glass
TACO_crops/Trash/crop_546_1771.jpg,Trash
TACO_crops/Paper/crop_853_2647.jpg,Paper
TACO_crops/Glass/crop_598_1874.jpg,Glass
TACO_crops/Cardboard/crop_572_1806.jpg,Cardboard
TACO_crops/Plastic/crop_364_1300.jpg,Plastic
TACO_crops/Plastic/crop_1010_3014.jpg,Plastic
TACO_crops/Plastic/crop_1468_4662.jpg,Plastic
TACO_crops/Trash/crop_135_467.jpg,Trash
TACO_crops/Plastic/crop_1193_3684.jpg,Plastic
TACO_crops/Plastic/crop_732_2309.jpg,Plastic
TACO_crops/Plastic/crop_380_1330.jpg,Plastic
TACO_crops/Trash/crop_727_2435.jpg,Trash
TACO_crops/Cardboard/crop_199_684.jpg,Cardboard
TACO_crops/Cardboard/crop_1347_4296.jpg,Cardboard
TACO_crops/Plastic/crop_280_861.jpg,Plastic
TACO_crops/Plastic/crop_1407_4492.jpg,Plastic
TACO_crops/Cardboard/crop_834_2591.jpg,Cardboard
TACO_crops/Plastic/crop_417_1481.jpg,Plastic
TACO_crops/Plastic/crop_363_1271.jpg,Plastic
TACO_crops/Plastic/crop_1107_3363.jpg,Plastic
TACO_crops/Trash/crop_642_2087.jpg,Trash
TACO_crops/Cardboard/crop_610_1906.jpg,Cardboard
TACO_crops/Trash/crop_622_1969.jpg,Trash
TACO_crops/Trash/crop_298_906.jpg,Trash
TACO_crops/Metal/crop_827_2575.jpg,Metal
TACO_crops/Metal/crop_631_2050.jpg,Metal
TACO_crops/Trash/crop_827_2576.jpg,Trash
TACO_crops/Plastic/crop_1101_3286.jpg,Plastic
TACO_crops/Metal/crop_99_270.jpg,Metal
TACO_crops/Metal/crop_446_1579.jpg,Metal
TACO_crops/Plastic/crop_1111_3397.jpg,Plastic
TACO_crops/Plastic/crop_158_561.jpg,Plastic
TACO_crops/Glass/crop_1499_4783.jpg,Glass
TACO_crops/Trash/crop_264_821.jpg,Trash
TACO_crops/Plastic/crop_831_2583.jpg,Plastic
TACO_crops/Plastic/crop_832_2586.jpg,Plastic
TACO_crops/Plastic/crop_950_2868.jpg,Plastic
TACO_crops/Plastic/crop_1225_3805.jpg,Plastic
TACO_crops/Plastic/crop_1172_3580.jpg,Plastic
TACO_crops/Glass/crop_797_2520.jpg,Glass
TACO_crops/Trash/crop_594_1844.jpg,Trash
TACO_crops/Glass/crop_1335_4255.jpg,Glass
TACO_crops/Metal/crop_45_115.jpg,Metal
TACO_crops/Plastic/crop_966_2931.jpg,Plastic
TACO_crops/Trash/crop_616_1942.jpg,Trash
TACO_crops/Trash/crop_949_2867.jpg,Trash
TACO_crops/Cardboard/crop_755_2346.jpg,Cardboard
TACO_crops/Paper/crop_67_161.jpg,Paper
TACO_crops/Glass/crop_783_2494.jpg,Glass
TACO_crops/Trash/crop_1159_3550.jpg,Trash
TACO_crops/Plastic/crop_389_1368.jpg,Plastic
TACO_crops/Trash/crop_649_2098.jpg,Trash
TACO_crops/Paper/crop_804_2532.jpg,Paper
TACO_crops/Trash/crop_77_194.jpg,Trash
TACO_crops/Plastic/crop_1096_3275.jpg,Plastic
TACO_crops/Trash/crop_704_2238.jpg,Trash
TACO_crops/Plastic/crop_1052_3123.jpg,Plastic
TACO_crops/Trash/crop_1439_4578.jpg,Trash
TACO_crops/Trash/crop_263_816.jpg,Trash
TACO_crops/Plastic/crop_339_1116.jpg,Plastic
TACO_crops/Trash/crop_1224_3801.jpg,Trash
TACO_crops/Glass/crop_539_1760.jpg,Glass
TACO_crops/Plastic/crop_1403_4481.jpg,Plastic
TACO_crops/Cardboard/crop_1378_4434.jpg,Cardboard
TACO_crops/Metal/crop_98_254.jpg,Metal
TACO_crops/Glass/crop_623_1978.jpg,Glass
TACO_crops/Metal/crop_98_253.jpg,Metal
TACO_crops/Trash/crop_777_2484.jpg,Trash
TACO_crops/Trash/crop_1433_4567.jpg,Trash
TACO_crops/Cardboard/crop_1165_3565.jpg,Cardboard
TACO_crops/Metal/crop_1066_3167.jpg,Metal
TACO_crops/Trash/crop_1413_4516.jpg,Trash
TACO_crops/Plastic/crop_1127_3459.jpg,Plastic
TACO_crops/Paper/crop_642_2086.jpg,Paper
TACO_crops/Trash/crop_296_900.jpg,Trash
TACO_crops/Plastic/crop_1188_3662.jpg,Plastic
TACO_crops/Plastic/crop_344_1134.jpg,Plastic
TACO_crops/Plastic/crop_1463_4650.jpg,Plastic
TACO_crops/Trash/crop_363_1283.jpg,Trash
TACO_crops/Plastic/crop_332_1079.jpg,Plastic
TACO_crops/Metal/crop_1401_4477.jpg,Metal
TACO_crops/Metal/crop_319_958.jpg,Metal
TACO_crops/Metal/crop_779_2487.jpg,Metal
TACO_crops/Metal/crop_1121_3429.jpg,Metal
TACO_crops/Plastic/crop_508_1710.jpg,Plastic
TACO_crops/Glass/crop_1474_4679.jpg,Glass
TACO_crops/Plastic/crop_416_1476.jpg,Plastic
TACO_crops/Trash/crop_1429_4555.jpg,Trash
TACO_crops/Glass/crop_706_2246.jpg,Glass
TACO_crops/Plastic/crop_410_1448.jpg,Plastic
TACO_crops/Plastic/crop_69_164.jpg,Plastic
TACO_crops/Cardboard/crop_100_279.jpg,Cardboard
TACO_crops/Trash/crop_1130_3463.jpg,Trash
TACO_crops/Glass/crop_758_2352.jpg,Glass
TACO_crops/Glass/crop_637_2074.jpg,Glass
TACO_crops/Plastic/crop_459_1626.jpg,Plastic
TACO_crops/Cardboard/crop_1377_4431.jpg,Cardboard
TACO_crops/Plastic/crop_363_1278.jpg,Plastic
